name,artist,popularity,id,release_date,track_number,explicit,duration_ms,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Break Free,"Ariana Grande, Zedd",76,12KUFSHFgT0XCoiSlvdQi4,2014-08-22,5,False,214840,92,0.686,0.702,7.0,-5.325,0.0,0.0455,0.00637,4.46e-05,0.204,0.29,129.948
How Do You Sleep?,Sam Smith,66,6b2RcmUt1g9N9mQ3CbjX2Y,2019-07-19,1,False,202204,84,0.561,0.682,1.0,-4.931,0.0,0.0856,0.153,0.0,0.0763,0.359,165.944
Adventure of a Lifetime,Coldplay,79,69uxyAqqPIsUyTO8txoP2M,2015-12-04,5,False,263786,91,0.638,0.924,7.0,-3.887,1.0,0.036,0.00205,0.000175,0.149,0.53,111.995
Fancy,"Iggy Azalea, Charli xcx",0,3oqCnpAoHf3SDFynxx7AU4,2014-01-01,1,True,199938,69,0.911,0.709,10.0,-4.139,0.0,0.0673,0.105,0.0,0.0491,0.365,94.979
Hey Brother,Avicii,6,4RXpgGM7A4Hg7cFBoH5KyF,2013-09-13,3,False,255093,82,0.545,0.78,7.0,-4.867,0.0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014
"Hold On, We're Going Home","Drake, Majid Jordan",0,14Rcq31SafFBHNEwXrtR2B,2013-01-01,8,False,227880,96,0.776,0.413,6.0,-7.438,0.0,0.0952,0.00415,2.68e-05,0.0724,0.287,100.003
679 (feat. Remy Boyz),"Fetty Wap, Remy Boyz",72,5NQbUaeTEOGdD6hHcre0dZ,2015-06-29,1,True,196693,71,0.618,0.717,7.0,-5.738,1.0,0.318,0.00256,0.0,0.625,0.603,190.05
Runaway (U & I),Galantis,76,46lFttIf5hnUZMGvjK0Wxo,2015-06-05,4,False,227073,71,0.506,0.805,1.0,-4.119,1.0,0.0469,0.00711,0.00193,0.0856,0.383,126.008
Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",52,5PUvinSo4MNqW7vmomGRS7,2013-01-01,1,False,263053,64,0.861,0.504,7.0,-7.707,1.0,0.0489,0.00412,1.78e-05,0.0783,0.881,120.0
Mirrors,Justin Timberlake,0,03gqZZavMKhWbSjdQvpF6O,2013-02-11,1,False,485360,82,0.344,0.509,5.0,-6.607,0.0,0.0722,0.24,0.0,0.083,0.529,76.004
Little Talks,Of Monsters and Men,0,0uZ0orE84drZZzPKxCWSmR,2011-01-01,1,False,267693,69,0.455,0.786,1.0,-5.16,1.0,0.0338,0.0234,0.0,0.145,0.416,103.172
We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe",73,7a86XRg84qjasly9f6bPSD,2012-02-21,3,False,250626,69,0.378,0.638,10.0,-5.576,1.0,0.075,0.02,7.66e-05,0.0849,0.735,184.086
We Can't Stop,Miley Cyrus,75,2y4lAQpi5VTNLu2ldeTdUH,2013-10-04,2,False,231240,84,0.613,0.622,1.0,-5.794,0.0,0.0334,0.00882,0.0,0.37,0.484,80.003
The A Team,Ed Sheeran,74,1VdZ0vKfR5jneCmWIUAMxK,2011-09-09,1,False,258373,89,0.642,0.289,9.0,-9.918,1.0,0.0367,0.669,0.0,0.18,0.407,84.996
On Top Of The World,Imagine Dragons,69,6KuHjfXHkfnIjdmcIvt9r0,2012-09-04,5,False,189840,89,0.635,0.926,0.0,-5.589,1.0,0.15,0.0892,4.4e-06,0.0928,0.771,100.043
Broccoli,"DRAM, Lil Yachty",61,0qy5D3OJre7SPJNMOL9I71,2016-04-06,1,True,225205,59,0.886,0.525,8.0,-7.39,1.0,0.132,0.236,0.0,0.057,0.708,145.99
Treasure,Bruno Mars,80,55h7vJchibLdUkxdlX3fK7,2012-12-07,4,True,178560,93,0.874,0.692,5.0,-5.28,0.0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017
Story of My Life,One Direction,83,4nVBt6MZDDP6tRVdQTgxJg,2013-11-25,2,False,245493,85,0.6,0.663,3.0,-5.802,1.0,0.0477,0.225,0.0,0.119,0.286,121.07
Levels - Radio Edit,Avicii,3,5QjJgPU8AJeickx34f7on6,2011-01-01,1,False,199903,82,0.605,0.873,1.0,-5.938,0.0,0.0344,0.0534,0.837,0.314,0.476,126.026
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar",0,4XoP1AkbOurU9CeZ2rMEz2,2013-01-11,7,True,233786,86,0.869,0.687,1.0,-6.816,1.0,0.263,0.0208,1e-06,0.114,0.668,96.006
Slide (feat. Frank Ocean & Migos),"Calvin Harris, Frank Ocean, Migos, Funk Wav",76,7tr2za8SQg2CI8EDgrdtNl,2017-06-30,1,True,230813,87,0.736,0.795,1.0,-3.299,0.0,0.0545,0.498,1.21e-06,0.254,0.511,104.066
iSpy (feat. Lil Yachty),"KYLE, Lil Yachty",67,2EEeOnHehOozLq4aS0n6SL,2016-12-02,1,True,253106,62,0.746,0.653,7.0,-6.745,1.0,0.289,0.378,0.0,0.229,0.672,75.016
Bad and Boujee (feat. Lil Uzi Vert),"Migos, Lil Uzi Vert",2,4Km5HrUvYTaSUfiSGPJeQR,2017-04-07,4,True,343150,77,0.926,0.666,11.0,-5.314,1.0,0.244,0.0611,0.0,0.123,0.168,127.079
Bounce Back,Big Sean,64,0SGkqnVQo9KPytSri1H6cF,2017-02-03,3,True,222360,79,0.785,0.575,1.0,-5.628,0.0,0.133,0.105,0.0,0.129,0.272,81.529
POWER,Kanye West,76,2gZUPNdnz5Y45eiGxpHGSc,2010-11-22,3,True,292093,93,0.542,0.914,0.0,-4.747,0.0,0.113,0.0161,0.0,0.744,0.576,153.993
No Promises (feat. Demi Lovato),"Cheat Codes, Demi Lovato",56,5lNuqFVMca4vPupY10cH0J,2017-03-31,1,False,222786,66,0.739,0.619,10.0,-6.669,1.0,0.162,0.0572,0.0,0.105,0.58,112.961
Pretty Girl - Cheat Codes X CADE Remix,"Maggie Lindemann, Cheat Codes, CADE",64,1NDxZ7cFAo481dtYWdrUnR,2017-03-02,1,True,193613,62,0.703,0.868,7.0,-4.661,0.0,0.0291,0.15,0.132,0.104,0.733,121.03
Go Flex,Post Malone,74,5yuShbu70mtHXY0yLzCQLQ,2016-12-09,9,True,179613,92,0.665,0.498,5.0,-8.185,1.0,0.083,0.23,0.0,0.0757,0.127,81.958
All Star,Smash Mouth,78,3cfOd4CMv2snFaKAnMdnvK,1999-06-08,5,False,200373,68,0.731,0.867,11.0,-5.881,1.0,0.032,0.0394,0.0,0.0861,0.776,104.02
Bodak Yellow,Cardi B,52,2771LMNxwf62FTAdpJMQfM,2017-06-16,1,True,223962,80,0.929,0.723,11.0,-5.792,0.0,0.109,0.0672,0.0,0.346,0.458,125.022
First Class,Jack Harlow,74,0wHFktze2PHC5jDt3B17DC,2022-05-06,4,True,173947,79,0.902,0.582,5.0,-5.902,0.0,0.109,0.111,3.18e-06,0.111,0.332,107.005
Mama,"Jonas Blue, William Singe",44,0NiXXAI876aGImAd6rTj8w,2017-07-14,1,False,181614,74,0.739,0.791,11.0,-4.255,0.0,0.0418,0.0883,0.0,0.0516,0.547,104.015
Worth It (feat. Kid Ink),"Fifth Harmony, Kid Ink",72,41Fflg7qHiVOD6dEPvsCzO,2015-01-30,4,False,224573,69,0.884,0.765,8.0,-3.865,1.0,0.0882,0.063,7.04e-06,0.118,0.594,99.987
Chantaje (feat. Maluma),"Shakira, Maluma",78,6mICuAdrwEjh6Y6lroV2Kg,2017-05-26,3,False,195840,87,0.852,0.773,8.0,-2.921,0.0,0.0776,0.187,3.05e-05,0.159,0.907,102.034
Bailando - Spanish Version,"Enrique Iglesias, Descemer Bueno, Gente De Zona",66,32lm3769IRfcnrQV11LO4E,2014-01-01,3,False,243413,78,0.723,0.777,7.0,-3.503,1.0,0.108,0.0426,3.68e-06,0.0451,0.961,91.017
Slow Hands,Niall Horan,74,2cOUlop2ZakjOKe4WinesN,2017-10-20,4,False,188174,76,0.735,0.425,0.0,-6.648,1.0,0.0464,0.011,0.0,0.055,0.848,85.896
Kids,MGMT,77,1jJci4qxiYcOHhQR247rEU,2007-12-14,5,False,302840,75,0.451,0.931,9.0,-3.871,1.0,0.0719,0.00076,0.0049,0.361,0.172,122.961
Escápate Conmigo (feat. Ozuna),"Wisin, Ozuna",70,1KSqYYJFyfTecXFk9M0prc,2017-12-01,13,False,232786,76,0.744,0.859,11.0,-3.166,1.0,0.0795,0.0256,6.27e-05,0.0881,0.787,91.977
Reggaetón Lento (Bailemos),CNCO,73,3AEZUABDXNtecAOSC1qTfo,2016-08-26,3,False,222560,67,0.761,0.838,4.0,-3.073,0.0,0.0502,0.4,0.0,0.176,0.71,93.974
Otra vez (feat. J Balvin),"Zion & Lennox, J Balvin",71,3QwBODjSEzelZyVjxPOHdq,2016-09-30,7,False,209453,77,0.832,0.772,10.0,-5.429,1.0,0.1,0.0559,0.000486,0.44,0.704,96.016
It Wasn't Me,"Shaggy, Rik Rok",0,1Bt6TZfF8FSqdiHPN0vy4u,2000-08-08,10,False,227600,73,0.852,0.616,0.0,-4.728,1.0,0.0747,0.045,0.0,0.321,0.685,94.758
Him & I (with Halsey),"G-Eazy, Halsey",75,5k38wzpLb15YgncyWdTZE4,2017-12-15,3,True,268866,78,0.589,0.731,2.0,-6.343,1.0,0.0868,0.0534,0.0,0.308,0.191,87.908
Échame La Culpa,"Luis Fonsi, Demi Lovato",58,2hl6q70unbviGo3g1R7uFx,2017-11-17,1,False,173720,75,0.733,0.892,0.0,-3.641,1.0,0.0417,0.0376,0.0,0.137,0.675,95.989
Something in the Orange,Zach Bryan,86,3WMj8moIAXJhHsyLaqIIHI,2022-04-22,1,False,228013,91,0.369,0.192,4.0,-12.151,0.0,0.04,0.555,8.35e-06,0.0954,0.148,175.212
Never Forget You,"Zara Larsson, MNEK",71,6hmhG1b4LEyNuashVvuIAo,2017-03-17,7,False,213427,77,0.583,0.732,11.0,-5.729,0.0,0.0459,0.00315,9.57e-06,0.269,0.277,146.005
Shotgun,George Ezra,78,4ofwffwvvnbSkrMSCKQDaC,2018-03-23,4,False,201287,75,0.673,0.735,5.0,-4.733,1.0,0.0457,0.286,0.0,0.242,0.754,115.744
Snow (Hey Oh),Red Hot Chili Peppers,77,2aibwv5hGXSgw7Yru8IYTO,2006-05-09,2,False,334666,84,0.427,0.9,11.0,-3.674,1.0,0.0499,0.116,1.75e-05,0.119,0.599,104.655
Don't Stop The Music,Rihanna,80,0ByMNEPAPpOR5H69DVrTNy,2008-06-02,3,False,267080,91,0.834,0.669,6.0,-5.582,0.0,0.0637,0.0341,7.18e-05,0.0535,0.547,122.669
Three Little Birds,Bob Marley & The Wailers,68,7vggqxNKwd6xdRoYS0pQtM,2002-01-01,4,False,180440,82,0.825,0.494,9.0,-10.486,1.0,0.0699,0.00956,5.82e-06,0.0361,0.627,74.103
Feel So Close - Radio Edit,Calvin Harris,83,1gihuPhrLraKYrJMAEONyc,2012-10-29,3,False,206413,87,0.707,0.924,7.0,-2.842,1.0,0.031,0.000972,0.00703,0.204,0.919,127.937
July,Noah Cyrus,81,6J2LdBN97cDWn0MLxYh9HB,2020-05-15,6,False,156106,74,0.708,0.186,9.0,-8.953,0.0,0.042,0.868,0.0,0.0779,0.322,72.541
Talk (feat. Disclosure),"Khalid, Disclosure",71,6TqXcAFInzjp0bODyvrWEq,2019-04-05,5,False,197573,85,0.9,0.4,0.0,-8.575,1.0,0.127,0.0516,0.0,0.0599,0.346,135.984
Sin Pijama,"Becky G, NATTI NATASHA",65,62vDrkBEyJYEOFj1ScBqM7,2019-10-18,15,False,190160,79,0.788,0.745,11.0,-4.417,0.0,0.0447,0.352,4e-05,0.0973,0.79,94.002
Vaina Loca,"Ozuna, Manuel Turizo",72,48zFZh27QU5qsrBjn4C2FA,2018-08-24,3,False,176133,87,0.754,0.805,6.0,-4.249,1.0,0.0752,0.315,0.0,0.203,0.555,93.982
In My Blood,Shawn Mendes,71,2QZ7WLBE8h2y1Y5Fb8RYbH,2018-05-25,1,False,211360,84,0.622,0.711,5.0,-7.321,1.0,0.0665,0.0573,0.0,0.13,0.487,140.016
Rise,"Jonas Blue, Jack & Jack",69,5ZSl6gDoV6bPPxzmLeneV9,2018-11-09,3,False,194407,74,0.687,0.785,1.0,-4.65,1.0,0.0333,0.327,0.0,0.203,0.655,106.046
River (feat. Ed Sheeran),"Eminem, Ed Sheeran",72,1cS0TgbR263ey9jn0MwD2s,2017-12-15,5,True,221013,93,0.748,0.749,8.0,-5.916,0.0,0.516,0.142,0.0,0.0713,0.659,90.09
House Of The Rising Sun,The Animals,70,7BY005dacJkbO6EPiOh2wb,1964-01-01,1,False,271280,66,0.295,0.584,9.0,-6.696,0.0,0.0345,0.000385,0.218,0.0996,0.228,117.2
Ain't No Mountain High Enough,"Marvin Gaye, Tammi Terrell",84,7tqhbajSfrz2F7E1Z75ASX,1967-08-29,1,False,151666,75,0.663,0.6,7.0,-10.87,1.0,0.032,0.43,0.0,0.184,0.797,129.987
Stairway to Heaven - Remaster,Led Zeppelin,77,5CQ30WqJwcep0pYcV4AMNc,1971-11-08,4,False,482830,77,0.338,0.34,9.0,-12.049,0.0,0.0339,0.58,0.0032,0.116,0.197,82.433
Wannabe,Spice Girls,80,1Je1IMUlBXcx1Fz0WE7oPT,1996-01-01,1,False,173026,70,0.768,0.864,11.0,-6.149,1.0,0.0324,0.101,0.0,0.162,0.891,110.009
Chop Suey!,System Of A Down,83,2DlHlPMa4M17kufBvI2lEN,2001-09-04,6,False,210240,82,0.417,0.934,7.0,-3.908,0.0,0.119,0.000278,0.0015,0.132,0.287,127.066
Numb / Encore,"JAY-Z, Linkin Park",78,5sNESr6pQfIhL3krM8CtZn,2004-11-30,1,True,205733,85,0.687,0.793,2.0,-4.254,1.0,0.166,0.0603,0.0,0.582,0.751,107.045
Money In The Grave (Drake ft. Rick Ross),"Drake, Rick Ross",74,5ry2OE6R2zPQFDO85XkgRb,2019-06-15,2,True,205426,96,0.831,0.502,10.0,-4.045,0.0,0.046,0.101,0.0,0.122,0.101,100.541
"break up with your girlfriend, i'm bored",Ariana Grande,73,4kV4N9D1iKVxx1KLvtTpjS,2019-02-08,12,True,190440,92,0.727,0.554,5.0,-5.29,0.0,0.0915,0.0421,0.0,0.106,0.335,170.0
Never Be the Same,Camila Cabello,76,4eWQlBRaTjPPUlzacqEeoQ,2018-01-12,1,False,226973,82,0.637,0.713,0.0,-4.333,1.0,0.0747,0.181,0.000637,0.137,0.243,129.923
Love Lies (with Normani),"Khalid, Normani",71,45Egmo7icyopuzJN0oMEdk,2018-02-14,1,False,201707,85,0.708,0.648,6.0,-5.626,1.0,0.0449,0.0956,0.0,0.134,0.338,143.955
FEFE,"6ix9ine, Nicki Minaj, Murda Beatz",1,2l8nEO0vsTRCRnGqQty6qx,2018-11-27,2,True,179404,73,0.931,0.387,1.0,-9.127,1.0,0.412,0.088,0.0,0.136,0.376,125.978
The Monster,"Eminem, Rihanna",77,48RrDBpOSSl1aLVCalGl5C,2013-11-05,12,True,250188,93,0.781,0.853,1.0,-3.68,0.0,0.0714,0.0526,0.0,0.12,0.626,110.046
I Won't Give Up,Jason Mraz,69,53QF56cjZA9RTuuMZDrSA6,2012-04-13,4,False,240165,73,0.483,0.303,4.0,-10.058,1.0,0.0429,0.694,0.0,0.115,0.139,133.406
Soltera (Remix),"Lunay, Daddy Yankee, Bad Bunny",71,4t9a07PAghtQMRAIP9FQ7Z,2019-10-25,7,False,266086,71,0.795,0.783,5.0,-4.271,1.0,0.0432,0.361,0.0,0.437,0.799,92.01
X,"Nicky Jam, J Balvin",77,5YUyW9opqNsMSEzzecZih1,2019-11-01,14,False,172854,82,0.594,0.749,9.0,-5.298,0.0,0.056,0.0338,0.00106,0.3,0.694,179.968
Mo Bamba,Sheck Wes,74,1xzBco0xcoJEDXktl7Jxrr,2018-10-05,9,True,183906,63,0.729,0.625,4.0,-5.266,1.0,0.0315,0.194,0.00986,0.248,0.261,146.034
Me Niego (feat. Ozuna & Wisin),"Reik, Ozuna, Wisin",74,4ggiDYAkJ7Yk8d5xOr7Xjo,2019-05-31,1,False,221653,79,0.777,0.782,0.0,-4.435,0.0,0.0907,0.0505,0.0,0.64,0.773,94.023
Adan y Eva,Paulo Londra,73,132ALUzVLmqYB4UsBj5qD6,2019-05-23,4,False,256971,78,0.767,0.709,1.0,-4.47,1.0,0.336,0.323,0.0,0.0745,0.72,171.993
Felices los 4,Maluma,73,1RouRzlg8OKFeqc6LvdxmB,2018-05-18,14,False,230000,86,0.766,0.756,5.0,-5.861,1.0,0.132,0.213,0.0,0.349,0.716,94.027
Lalala,"Y2K, bbno$",70,51Fjme0JiitpyXKuyQiCDo,2019-06-28,1,True,160626,58,0.843,0.39,2.0,-7.899,1.0,0.0846,0.178,0.0,0.137,0.495,129.972
i'm so tired...,"Lauv, Troye Sivan",2,4vjpLMyL3ZO6aphdYr8XYw,2020-03-06,14,False,162586,76,0.576,0.736,11.0,-7.572,1.0,0.224,0.178,0.0,0.238,0.484,101.928
Am I Wrong,Nico & Vinz,76,1fidCEsYlaVE3pHwKCvpFZ,2014,2,False,245866,63,0.729,0.675,8.0,-6.003,1.0,0.0312,0.175,1.58e-06,0.55,0.779,119.968
Caroline,Aminé,67,5hTpBe8h35rJ67eAWHQsJx,2017-07-28,3,True,209640,66,0.94,0.335,5.0,-10.179,0.0,0.505,0.17,0.0,0.262,0.707,120.04
If I Can't Have You,Shawn Mendes,72,2bT1PH7Cw3J9p3t7nlXCdh,2019-06-19,3,False,191466,84,0.691,0.823,2.0,-4.197,1.0,0.0622,0.489,0.0,0.134,0.87,123.943
Bad Liar,Imagine Dragons,79,2RSHsoi04658QL5xgQVov3,2018-11-09,5,False,260773,89,0.307,0.637,3.0,-6.993,1.0,0.0569,0.0732,0.0,0.368,0.0805,88.693
Somebody To Love - Remastered 2011,Queen,66,6cFZ4PLC19taNlpl9pbGMf,1976-12-10,6,False,296493,86,0.497,0.693,8.0,-7.024,1.0,0.0565,0.19,0.0,0.215,0.358,111.539
ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",73,2Rk4JlNc2TPmZe2af99d45,2019-08-23,16,False,193000,100,0.61,0.83,0.0,-4.105,1.0,0.0571,0.033,0.0,0.118,0.728,182.162
Body Like A Back Road,Sam Hunt,70,7FpBQ067pHB67deawpbbcY,2020-04-03,5,False,162546,69,0.736,0.458,5.0,-7.437,1.0,0.0316,0.441,0.0,0.148,0.65,98.977
Otherside,Red Hot Chili Peppers,80,64BbK9SFKH2jk86U3dGj2P,1999-06-08,4,False,255373,84,0.458,0.795,0.0,-3.265,1.0,0.0574,0.00316,0.000202,0.0756,0.513,123.229
Mr. Blue Sky,Electric Light Orchestra,78,2RlgNHKcydI9sayD2Df2xp,1977,13,False,303373,73,0.388,0.338,10.0,-10.054,1.0,0.0329,0.652,3.73e-06,0.248,0.478,177.765
Supalonely (feat. Gus Dapperton),"BENEE, Gus Dapperton",57,3GZoWLVbmxcBys6g0DLFLf,2020-11-13,4,True,223488,65,0.862,0.631,7.0,-4.746,1.0,0.0515,0.291,0.000209,0.123,0.841,128.978
Poker Face,Lady Gaga,77,5R8dQOPq8haW94K7mgERlO,2008-01-01,4,False,237200,91,0.851,0.806,4.0,-4.618,1.0,0.0787,0.119,1.72e-06,0.121,0.774,119.001
Wild Ones (feat. Sia),"Flo Rida, Sia",78,1NpW5kyvO4XrNJ3rnfcNy3,2012-06-22,2,False,232946,81,0.608,0.86,5.0,-5.324,0.0,0.0554,0.0991,0.0,0.262,0.437,127.075
Kryptonite,3 Doors Down,79,6ZOBP3NvffbU4SZcrnt1k6,2000,1,False,233933,72,0.545,0.865,11.0,-5.708,0.0,0.0286,0.00664,1.1e-05,0.168,0.543,99.005
UN DIA (ONE DAY),"J Balvin, Dua Lipa, Bad Bunny, Tainy",64,66x45Yh9x397PWpxMX0ZDT,2021-09-10,24,False,232146,88,0.58,0.695,6.0,-8.244,0.0,0.0671,0.00638,0.0,0.174,0.402,168.124
All About That Bass,Meghan Trainor,73,5jE48hhRu8E6zBDPRSkEq7,2015-01-09,2,True,187920,79,0.807,0.887,9.0,-3.726,1.0,0.0503,0.0573,2.87e-06,0.124,0.961,134.052
Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin, Tyga",72,6osaMSJh9NguagEDQcZaKx,2019-07-25,10,False,185194,79,0.827,0.757,6.0,-2.985,0.0,0.0564,0.283,1.56e-06,0.102,0.374,95.983
Lose Control,"MEDUZA, Becky Hill, Goodboys",70,7CHi4DtfK4heMlQaudCuHK,2019-10-11,1,False,168387,76,0.598,0.527,10.0,-8.659,0.0,0.0415,0.129,0.0,0.14,0.53,123.943
Physical,Dua Lipa,52,7toYVidBIpAmM8Ife3LGrP,2020-03-27,4,False,193829,88,0.647,0.844,0.0,-3.756,1.0,0.0457,0.0137,0.000658,0.102,0.746,146.967
Holy (feat. Chance The Rapper),"Justin Bieber, Chance the Rapper",65,6Xgq7MvZiet0hVi3KaDSgJ,2021-03-19,5,False,212093,90,0.67,0.693,6.0,-8.34,1.0,0.35,0.2,0.0,0.0909,0.388,87.017
RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",62,5NyS3oxTlos3Agl2YtZwrC,2020-11-02,1,True,214854,81,0.732,0.716,10.0,-6.968,0.0,0.0561,0.0295,0.000758,0.73,0.666,105.093
Where Is The Love?,Black Eyed Peas,2,3CNqo3gYrfexdrtjFmC9he,2003,13,False,272533,81,0.834,0.696,5.0,-3.224,1.0,0.197,0.11,0.0,0.13,0.804,94.09
Bleeding Love,Leona Lewis,74,7wZUrN8oemZfsEd1CGkbXE,2007,1,False,262466,65,0.638,0.656,5.0,-5.886,1.0,0.0357,0.188,0.0,0.146,0.225,104.036
Stay,"Rihanna, Mikky Ekko",46,2QTcJmSgeLRtG1c82ZYHQc,2013-01-01,9,False,240706,91,0.621,0.31,9.0,-10.164,0.0,0.0283,0.945,6.12e-05,0.117,0.125,111.893
Grenade,Bruno Mars,76,2tJulUYLDKOg9XrtVkMgcJ,2010-05-11,1,False,222091,93,0.704,0.558,2.0,-7.273,0.0,0.0542,0.148,0.0,0.107,0.245,110.444
If I Ain't Got You,Alicia Keys,83,3XVBdLihbNbxUwZosxcGuJ,2003-12-02,6,False,228706,80,0.609,0.444,7.0,-9.129,1.0,0.106,0.603,6.86e-06,0.104,0.166,118.402
No One,Alicia Keys,71,6IwKcFdiRQZOWeYNhUiWIv,2007-11-09,4,False,253813,80,0.644,0.549,1.0,-5.415,0.0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04
What Makes You Beautiful,One Direction,82,4cluDES4hQEUhmXj6TXkSo,2012-05-25,1,False,199986,85,0.726,0.787,4.0,-2.494,1.0,0.0737,0.009,0.0,0.0596,0.888,124.99
You're Beautiful,James Blunt,74,0vg4WnUWvze6pBOJDTq99k,2005-08-08,2,True,209493,71,0.675,0.479,0.0,-9.87,0.0,0.0278,0.633,1.76e-05,0.088,0.454,81.998
Better Together,Jack Johnson,71,4VywXu6umkIQ2OS0m1I79y,2005-01-01,1,False,207680,77,0.868,0.347,5.0,-9.529,1.0,0.0536,0.308,2e-05,0.11,0.659,110.059
3 Nights,Dominic Fike,78,0uI7yAKUf52Cn7y3sYyjiX,2018-10-16,1,False,177666,79,0.815,0.518,7.0,-6.594,0.0,0.0897,0.223,0.0,0.104,0.877,151.891
Boss Bitch,Doja Cat,75,78qd8dvwea0Gosb6Fe6j3k,2020-01-23,1,False,134239,86,0.707,0.955,10.0,-4.593,0.0,0.222,0.127,0.0,0.202,0.575,125.989
Electric Love,BØRNS,77,2GiJYvgVaD2HtM8GqD9EgQ,2015-10-16,3,False,218106,67,0.611,0.797,6.0,-7.627,0.0,0.0533,0.00543,0.00137,0.26,0.518,120.041
Higher Love,"Kygo, Whitney Houston",73,1kKYjjfNYxE0YYgLa7vgVY,2020-05-29,10,False,228267,82,0.693,0.678,8.0,-7.159,1.0,0.0324,0.0151,5.71e-06,0.101,0.404,103.952
Fireflies,Owl City,76,3DamFFqW32WihKkTVlwTYQ,2009-01-01,9,False,228346,69,0.512,0.662,3.0,-6.797,1.0,0.0439,0.0275,0.0,0.118,0.472,180.114
Come & Go (with Marshmello),"Juice WRLD, Marshmello",74,2Y0wPrPQBrGhoLn14xRYCG,2020-07-10,12,True,205484,88,0.625,0.814,0.0,-5.181,1.0,0.0657,0.0172,0.0,0.158,0.535,144.991
Jackie Chan,"Tiësto, Dzeko, Preme, Post Malone",64,4vvnuJlgBeNVwq3TNmLMNX,2020-05-15,5,True,215759,85,0.747,0.833,3.0,-2.867,0.0,0.045,0.374,0.0,0.0586,0.687,128.008
Rewrite The Stars,"Zac Efron, Zendaya",72,630sXRhIcfwr2e4RdNtjKN,2017-11-17,1,False,217440,70,0.684,0.619,10.0,-7.005,1.0,0.0386,0.0716,0.0,0.122,0.284,125.046
Dior,Pop Smoke,76,79s5XnCN4TJKTVMSmOx8Ep,2019-07-26,6,True,216386,80,0.548,0.805,7.0,-5.732,1.0,0.351,0.212,0.000405,0.408,0.649,142.096
WHATS POPPIN,Jack Harlow,71,1jaTQ3nqY3oAAYyCTbIvnM,2020-03-13,1,True,139741,79,0.923,0.604,11.0,-6.671,0.0,0.245,0.017,0.0,0.272,0.826,145.062
South of the Border (feat. Camila Cabello & Cardi B),"Ed Sheeran, Camila Cabello, Cardi B",71,4vUmTMuQqjdnvlZmAH61Qk,2019-07-12,2,False,204466,89,0.857,0.621,9.0,-6.376,0.0,0.0825,0.148,0.0,0.0865,0.668,97.989
ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",73,62aP9fBQKYKxi7PDXwcUAS,2019-11-26,1,False,176546,61,0.674,0.774,11.0,-7.567,0.0,0.0892,0.0686,0.00188,0.393,0.33,112.05
Basket Case,Green Day,82,6L89mwZXSOwYl76YXfX13s,1994-02-01,7,False,181533,83,0.442,0.943,3.0,-3.205,1.0,0.0602,0.00293,8.71e-06,0.091,0.781,85.064
With Or Without You,U2,78,6ADSaE87h8Y3lccZlBJdXH,1987-03-03,3,False,295515,78,0.54,0.429,2.0,-11.822,1.0,0.0285,0.000202,0.355,0.141,0.113,110.171
Get You (feat. Kali Uchis),"Daniel Caesar, Kali Uchis",82,7zFXmv6vqI4qOt4yGf3jYZ,2017-08-25,1,False,278179,83,0.658,0.294,4.0,-8.533,0.0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038
Say My Name,Destiny's Child,79,7H6ev70Weq6DdpZyyTmUXk,1999-07-27,12,False,271333,72,0.713,0.678,5.0,-3.525,0.0,0.102,0.273,0.0,0.149,0.734,138.009
WITHOUT YOU,The Kid LAROI,4,27OeeYzk6klgBh83TSvGMA,2020-11-06,7,True,161384,85,0.662,0.413,0.0,-7.357,1.0,0.0299,0.213,0.0,0.134,0.467,93.005
Brown Eyed Girl,Van Morrison,84,3yrSvpt2l1xhsV9Em88Pul,1967-09,1,False,183306,75,0.491,0.583,7.0,-10.964,1.0,0.0376,0.185,0.0,0.406,0.908,150.566
Give Me Everything (feat. Nayer),"Pitbull, AFROJACK, Ne-Yo, Nayer",86,4QNpBfC0zvjKqPJcyqBy9W,2011-06-17,2,False,252306,85,0.671,0.939,8.0,-3.206,1.0,0.161,0.191,0.0,0.298,0.53,129.024
No Guidance (feat. Drake),"Chris Brown, Drake",76,6XHVuErjQ4XNm6nDPVCxVX,2019-06-28,11,True,260640,88,0.696,0.454,1.0,-6.756,0.0,0.153,0.123,0.0,0.155,0.136,92.928
